carat,clarity,color,cut,depth,table,x,y,z,class,volume
1.01,3,3,1,63.1,59.0,6.37,6.4,4.03,"(5000, 10000]",164.29504804999345
1.12,2,4,4,60.7,56.0,6.74,6.7,4.08,"(5000, 10000]",184.24462505294838
0.26,5,1,2,63.1,59.0,4.08,4.04,2.56,"[0, 5000]",42.196989869323765
1.0,2,3,4,61.6,55.0,6.51,6.41,3.98,"[0, 5000]",166.08182068158519
1.02,0,0,3,61.4,60.0,6.42,6.47,3.96,"[0, 5000]",164.48810220526877
1.01,5,2,1,63.6,60.0,6.31,6.36,4.03,"(5000, 10000]",161.73035834851655
0.55,3,2,4,61.4,57.0,5.29,5.25,3.24,"[0, 5000]",89.98289961597919
1.01,1,0,3,60.9,62.0,6.45,6.43,3.92,"[0, 5000]",162.57611401630396
0.3,6,3,4,62.1,56.0,4.35,4.28,2.68,"[0, 5000]",49.89624259492872
0.93,2,1,3,62.8,56.0,6.26,6.2,3.91,"[0, 5000]",151.75492421127305
2.0,1,5,3,62.3,57.0,8.12,8.05,5.03,"(10000, 15000]",328.79099687074665
0.52,2,3,3,58.6,62.0,5.28,5.24,3.08,"[0, 5000]",85.21497355313096
1.14,1,0,3,62.6,58.0,6.64,6.58,4.14,"[0, 5000]",180.88155643221305
0.3,4,5,4,61.6,56.0,4.31,4.36,2.67,"[0, 5000]",50.17357430401421
1.66,0,2,4,62.1,58.0,7.6,7.56,4.71,"(5000, 10000]",270.61775674770354
1.02,1,4,4,61.6,55.0,6.49,6.43,3.98,"[0, 5000]",166.08817650449572
0.3,3,0,4,61.9,57.0,4.33,4.29,2.67,"[0, 5000]",49.597119102298706
1.67,2,6,1,58.8,61.0,7.71,7.73,4.54,"(5000, 10000]",270.57628173287964
1.5,6,4,4,61.2,57.0,7.34,7.4,4.51,"(10000, 15000]",244.9651806814008
0.7,2,2,2,61.1,59.0,5.68,5.78,3.5,"[0, 5000]",114.90640069828021
1.32,5,4,4,62.0,54.0,7.05,7.06,4.37,"(5000, 10000]",217.50800842564567
0.53,3,4,4,61.9,55.2,5.21,5.24,3.24,"[0, 5000]",88.45329304438397
0.62,5,2,1,59.9,62.0,5.51,5.53,3.3,"[0, 5000]",100.55199653887276
0.43,5,4,4,62.3,55.0,4.82,4.85,3.01,"[0, 5000]",70.36477089944835
1.2,2,4,2,61.6,61.0,6.81,6.77,4.18,"(5000, 10000]",192.71345592357454
1.0,0,3,3,59.0,60.0,6.49,6.43,3.82,"[0, 5000]",159.41126133644804
1.55,2,2,2,63.1,56.0,7.4,7.38,4.66,"(10000, 15000]",254.4919188930128
0.41,2,1,4,62.6,57.0,4.72,4.73,2.96,"[0, 5000]",66.08377418064876
0.36,2,0,4,61.2,57.0,4.63,4.59,2.82,"[0, 5000]",59.92979605487534
1.04,2,5,2,64.1,57.0,6.35,6.38,4.08,"[0, 5000]",165.29303739158624
1.2,4,4,2,63.1,55.0,6.82,6.77,4.29,"(5000, 10000]",198.07530866626544
1.1,3,3,4,62.3,56.0,6.63,6.59,4.12,"(5000, 10000]",180.00980627507388
2.09,1,2,2,62.5,60.0,8.14,8.06,5.06,15000+,331.97853153113596
0.44,3,2,3,62.2,58.0,4.83,4.88,3.02,"[0, 5000]",71.18260809534452
0.37,3,2,2,63.3,56.0,4.63,4.56,2.91,"[0, 5000]",61.438250559762956
0.71,4,5,4,62.0,58.0,5.75,5.72,3.55,"[0, 5000]",116.75949414896971
0.54,5,6,4,61.6,57.0,5.25,5.23,3.23,"[0, 5000]",88.6877258471489
0.9,2,1,3,61.6,57.0,6.25,6.19,3.83,"[0, 5000]",148.1731234180927
0.44,2,3,2,61.6,61.0,4.83,4.88,2.99,"[0, 5000]",70.47549676428602
0.51,4,2,2,63.3,57.0,5.06,5.09,3.21,"[0, 5000]",82.67483652599525
0.52,1,0,4,62.5,56.0,5.08,5.12,3.19,"[0, 5000]",82.97062238764951
1.51,2,5,3,62.2,61.0,7.35,7.27,4.55,"(5000, 10000]",243.12698139934525
2.01,1,1,4,62.2,57.0,8.09,8.04,5.02,15000+,326.51887536874386
0.3,7,3,4,61.4,57.0,4.3,4.33,2.65,"[0, 5000]",49.3403530948639
1.51,2,1,2,63.5,57.0,7.28,7.23,4.61,"(10000, 15000]",242.6445986605475
1.0,3,3,3,62.1,58.0,6.43,6.39,3.98,"(5000, 10000]",163.52903900113873
1.01,3,3,4,62.0,54.9,6.41,6.44,3.99,"(5000, 10000]",164.70879393630787
0.35,7,3,2,59.1,59.0,4.59,4.62,2.72,"[0, 5000]",57.67977709541126
1.72,3,4,4,61.9,56.0,7.7,7.75,4.78,15000+,285.24650545453994
1.23,3,6,2,62.9,59.0,6.8,6.85,4.29,"[0, 5000]",199.82820104608524
0.74,1,0,2,61.4,57.0,5.82,5.84,3.58,"[0, 5000]",121.67990817507929
0.3,2,0,2,62.5,57.0,4.26,4.28,2.67,"[0, 5000]",48.68158239302472
0.3,3,3,2,61.8,60.0,4.29,4.25,2.64,"[0, 5000]",48.13380148465632
1.54,3,4,3,61.0,60.0,7.42,7.46,4.54,"(10000, 15000]",251.30352975744626
0.36,4,3,3,62.3,59.0,4.55,4.5,2.82,"[0, 5000]",57.739501053571644
1.71,3,2,2,58.5,61.0,7.88,7.79,4.58,15000+,281.1442140229873
2.01,1,5,4,62.3,57.0,8.06,8.08,5.03,"(10000, 15000]",327.5777716248631
1.18,0,0,4,61.5,62.0,6.88,6.73,4.19,"[0, 5000]",194.00706242636497
0.38,2,3,4,61.9,56.0,4.64,4.67,2.88,"[0, 5000]",62.40614570361322
0.41,6,6,4,62.0,57.0,4.73,4.79,2.95,"[0, 5000]",66.83726581758975
0.41,2,1,1,63.5,55.0,4.73,4.75,3.01,"[0, 5000]",67.62717505843639
1.26,1,6,3,62.7,58.0,6.95,6.9,4.34,"(5000, 10000]",208.12470448217374
0.61,4,2,1,60.6,60.3,5.46,5.51,3.32,"[0, 5000]",99.88087483845322
1.14,2,2,3,62.5,59.0,6.65,6.67,4.16,"(5000, 10000]",184.51887798866258
0.35,6,2,4,61.5,55.0,4.51,4.56,2.79,"[0, 5000]",57.378025407411506
0.96,1,4,4,62.1,57.0,6.3,6.35,3.93,"[0, 5000]",157.21965506930349
1.03,1,1,4,61.7,55.0,6.52,6.46,4.01,"(5000, 10000]",168.89800214358905
0.41,6,3,4,62.5,53.0,4.76,4.78,2.98,"[0, 5000]",67.8033506703493
0.42,4,2,4,62.3,55.0,4.79,4.77,2.98,"[0, 5000]",68.08793362129401
0.35,2,3,3,60.3,60.0,4.57,4.59,2.76,"[0, 5000]",57.89459189925104
1.02,1,0,3,60.3,58.0,6.52,6.48,3.92,"[0, 5000]",165.6184352263794
0.82,1,1,3,61.7,59.0,6.01,5.98,3.7,"[0, 5000]",132.97726720211992
1.18,1,0,1,61.7,63.0,6.67,6.72,4.13,"(5000, 10000]",185.1165134673365
0.3,5,5,3,61.8,58.0,4.28,4.33,2.66,"[0, 5000]",49.29618713858796
1.24,3,3,2,59.1,59.0,7.02,7.08,4.17,"(5000, 10000]",207.25567299542996
1.02,3,3,3,62.9,58.0,6.41,6.37,4.02,"(5000, 10000]",164.1434263648816
0.26,6,2,4,62.7,55.0,4.07,4.1,2.56,"[0, 5000]",42.71871985326761
1.5,2,1,2,61.9,59.0,7.26,7.32,4.51,"(10000, 15000]",239.67585734027566
1.07,3,4,3,62.1,59.0,6.52,6.56,4.06,"(5000, 10000]",173.65106752992253
0.93,2,4,4,62.0,55.0,6.32,6.29,3.91,"[0, 5000]",155.4334546911755
1.13,3,5,4,62.2,55.0,6.69,6.67,4.15,"(5000, 10000]",185.18255295759212
0.36,6,1,1,58.2,56.0,4.68,4.74,2.74,"[0, 5000]",60.781963047088716
1.01,2,2,1,63.9,59.0,6.29,6.32,4.03,"(5000, 10000]",160.20379572027412
1.01,1,1,2,63.1,61.0,6.34,6.27,3.98,"[0, 5000]",158.2121680846901
0.52,3,1,4,61.3,56.0,5.21,5.17,3.18,"[0, 5000]",85.65552968933396
0.71,2,3,2,62.7,59.0,5.65,5.67,3.55,"[0, 5000]",113.72602692229746
0.31,3,0,4,61.6,57.0,4.36,4.38,2.69,"[0, 5000]",51.37039600803004
0.53,3,2,4,61.1,56.0,5.26,5.22,3.2,"[0, 5000]",87.86304160100921
0.31,6,3,3,61.2,59.0,4.34,4.32,2.65,"[0, 5000]",49.684325509128776
0.33,5,4,4,61.7,56.0,4.44,4.41,2.73,"[0, 5000]",53.45449121281239
0.31,5,3,2,62.9,58.0,4.27,4.31,2.7,"[0, 5000]",49.68998999590396
0.96,1,0,2,60.0,60.0,6.43,6.47,3.87,"[0, 5000]",161.00011271991391
0.23,6,1,2,62.5,54.0,3.94,3.96,2.47,"[0, 5000]",38.53792937731172
0.51,5,2,4,62.2,57.0,5.12,5.14,3.19,"[0, 5000]",83.95058944875333
0.56,2,1,2,58.5,59.0,5.42,5.45,3.18,"[0, 5000]",93.93402000676146
0.3,2,2,4,60.2,56.0,4.36,4.41,2.64,"[0, 5000]",50.760865815135894
0.32,5,3,3,61.7,59.0,4.41,4.37,2.71,"[0, 5000]",52.226304560409545
0.4,3,0,2,63.5,55.0,4.69,4.66,2.97,"[0, 5000]",64.91053729178806
0.7,0,3,0,62.5,59.0,5.65,5.48,3.48,"[0, 5000]",107.74776278427126
2.01,1,3,0,65.9,57.0,7.85,7.78,5.15,"(10000, 15000]",314.5259604853153
1.01,1,1,2,63.3,57.0,6.39,6.31,4.02,"[0, 5000]",162.09001237431914
0.41,6,3,4,60.2,57.0,4.8,4.83,2.9,"[0, 5000]",67.23360382061006
0.55,5,1,4,61.1,57.0,5.25,5.29,3.22,"[0, 5000]",89.42745014970302
0.32,3,2,1,63.4,57.0,4.32,4.36,2.75,"[0, 5000]",51.796803644371096
0.58,3,1,3,59.6,59.0,5.43,5.38,3.22,"[0, 5000]",94.06714786296266
1.51,4,5,1,65.9,56.0,7.02,7.09,4.65,"(5000, 10000]",231.43887909871108
0.42,3,3,3,59.8,58.0,4.9,4.86,2.92,"[0, 5000]",69.53688508056653
1.04,5,0,2,58.3,61.0,6.63,6.69,3.88,"(5000, 10000]",172.0962455185205
1.02,2,4,3,61.1,58.0,6.51,6.46,3.96,"(5000, 10000]",166.53622444283306
0.3,3,1,4,61.2,55.0,4.31,4.35,2.65,"[0, 5000]",49.68352503914828
1.09,2,2,4,62.0,56.0,6.61,6.59,4.09,"(5000, 10000]",178.1600053705391
1.06,5,2,4,61.1,57.0,6.62,6.57,4.03,"(5000, 10000]",175.27841267490007
0.7,3,3,2,61.3,57.0,5.66,5.7,3.48,"[0, 5000]",112.27175383174902
1.0,2,6,0,65.3,57.0,6.33,6.12,4.08,"[0, 5000]",158.05756018377699
0.59,6,0,2,61.8,57.0,5.37,5.41,3.33,"[0, 5000]",96.74215399325197
0.33,4,4,4,62.0,55.0,4.46,4.44,2.76,"[0, 5000]",54.654624982978824
1.32,3,6,2,62.1,57.0,7.01,7.04,4.36,"(5000, 10000]",215.1677564484712
0.3,4,6,2,61.2,61.0,4.3,4.33,2.64,"[0, 5000]",49.15416326745034
0.41,5,5,1,63.9,55.0,4.71,4.74,3.02,"[0, 5000]",67.42270486458206
1.05,1,1,2,62.9,57.0,6.47,6.51,4.08,"[0, 5000]",171.84837325577524
0.9,4,4,1,63.5,59.0,6.1,6.13,3.88,"[0, 5000]",145.08484471961972
0.28,6,1,3,61.3,60.0,4.18,4.21,2.57,"[0, 5000]",45.2263433776932
1.01,7,3,2,61.1,56.0,6.45,6.48,3.95,"(5000, 10000]",165.0941975968837
0.39,3,2,4,59.2,58.0,4.78,4.81,2.84,"[0, 5000]",65.29671211588469
1.08,3,1,3,59.4,59.0,6.71,6.68,3.98,"(5000, 10000]",178.39474128476328
2.01,3,6,3,60.5,60.0,8.13,8.09,4.91,"(10000, 15000]",322.9390476008947
1.08,2,5,4,62.1,59.0,6.57,6.53,4.07,"[0, 5000]",174.61156453715
1.51,3,4,2,63.5,60.0,7.27,7.24,4.61,"(10000, 15000]",242.64642671999337
1.01,5,1,2,61.5,58.0,6.4,6.44,3.95,"(5000, 10000]",162.80320583782202
1.21,2,4,4,61.1,57.0,6.91,6.83,4.2,"(5000, 10000]",198.22024440687215
1.19,2,4,4,62.3,55.0,6.84,6.8,4.25,"(5000, 10000]",197.67600995445264
1.02,2,4,2,59.9,58.0,6.57,6.66,3.96,"(5000, 10000]",173.27455422658528
1.24,2,6,2,60.0,59.0,6.99,7.04,4.21,"(5000, 10000]",207.17240997092054
0.91,1,1,1,64.3,57.0,6.0,6.04,3.87,"[0, 5000]",140.24879496688845
0.58,5,1,4,62.1,56.0,5.33,5.36,3.32,"[0, 5000]",94.84841509777827
1.07,5,4,4,61.3,57.0,6.6,6.62,4.05,"(5000, 10000]",176.95260271768547
0.26,6,4,4,61.2,56.0,4.11,4.16,2.53,"[0, 5000]",43.25692732939143
0.9,4,4,3,61.5,59.0,6.19,6.13,3.79,"[0, 5000]",143.8104155667057
0.23,4,4,2,61.0,57.0,3.94,3.96,2.41,"[0, 5000]",37.601786247474706
1.0,2,0,1,64.1,56.0,6.28,6.24,4.01,"(5000, 10000]",157.14068045526102
0.42,6,3,4,61.6,55.0,4.82,4.85,2.98,"[0, 5000]",69.66346155708308
0.38,4,4,4,61.7,55.0,4.65,4.7,2.89,"[0, 5000]",63.16095102486601
0.3,3,1,4,61.8,57.0,4.3,4.34,2.67,"[0, 5000]",49.82754538585682
1.57,2,6,4,62.3,57.0,7.45,7.39,4.62,"(5000, 10000]",254.3563925919346
1.11,1,5,2,63.1,57.0,6.59,6.54,4.14,"[0, 5000]",178.42820133637608
1.55,1,2,4,62.3,55.5,7.36,7.42,4.61,"(5000, 10000]",251.75764644702556
1.72,2,6,4,62.0,57.0,7.66,7.62,4.74,"(5000, 10000]",276.6699849738928
1.2,1,4,2,58.8,61.0,6.94,6.98,4.09,"(5000, 10000]",198.124517566475
0.53,3,1,1,63.7,55.0,5.15,5.12,3.27,"[0, 5000]",86.22335916650769
0.52,5,2,4,62.5,57.0,5.15,5.19,3.23,"[0, 5000]",86.33305806035045
0.31,3,3,4,62.4,55.0,4.32,4.3,2.69,"[0, 5000]",49.96944526502627
0.9,3,1,3,60.6,53.0,6.3,6.27,3.81,"[0, 5000]",150.49881183832161
0.32,5,1,4,62.0,54.0,4.41,4.43,2.74,"[0, 5000]",53.52945825991732
1.16,1,4,4,60.9,59.0,6.72,6.78,4.11,"(5000, 10000]",187.25818203139096
0.55,2,0,3,62.7,59.0,5.25,5.22,3.28,"[0, 5000]",89.88839560303691
2.01,2,5,4,62.9,57.0,8.05,7.98,5.04,"(10000, 15000]",323.7645659945297
0.7,5,1,4,62.4,54.0,5.66,5.71,3.55,"[0, 5000]",114.73102613238336
0.31,5,4,4,61.4,55.0,4.37,4.39,2.69,"[0, 5000]",51.60576517678831
0.78,3,5,4,60.9,57.0,5.92,5.97,3.62,"[0, 5000]",127.93948110792545
0.31,7,4,4,61.8,56.0,4.36,4.38,2.7,"[0, 5000]",51.56136383674631
0.38,2,0,4,61.8,55.0,4.67,4.69,2.89,"[0, 5000]",63.29765110400303
0.9,3,4,4,60.9,54.0,6.19,6.22,3.78,"[0, 5000]",145.53679933466145
0.51,5,2,3,60.5,59.0,5.15,5.17,3.12,"[0, 5000]",83.07155971715919
0.31,1,0,1,63.1,54.0,4.33,4.38,2.75,"[0, 5000]",52.154850443744635
0.4,1,2,4,62.0,57.0,4.7,4.72,2.92,"[0, 5000]",64.77727618431089
0.26,5,0,4,62.5,56.0,4.11,4.08,2.56,"[0, 5000]",42.928127632278404
0.56,3,0,3,61.1,58.0,5.3,5.34,3.25,"[0, 5000]",91.98150593853006
0.74,2,4,3,60.9,60.0,5.81,5.75,3.52,"[0, 5000]",117.59439820466042
0.3,7,4,4,61.8,57.0,4.31,4.36,2.68,"[0, 5000]",50.3614901280632
0.4,3,5,2,61.9,55.0,4.73,4.77,2.94,"[0, 5000]",66.33257529325675
0.23,6,2,4,62.4,55.0,3.94,3.95,2.46,"[0, 5000]",38.28498161186221
2.09,1,2,2,63.4,55.0,8.18,8.11,5.16,15000+,342.3133561569819
0.31,4,3,4,62.4,55.0,4.35,4.33,2.71,"[0, 5000]",51.044203700056066
0.7,2,3,2,62.2,58.0,5.63,5.66,3.51,"[0, 5000]",111.84895695432085
1.06,2,4,3,61.6,59.0,6.54,6.55,4.03,"[0, 5000]",172.6331230076601
0.71,3,0,2,63.0,57.0,5.67,5.7,3.58,"[0, 5000]",115.70201521945953
1.2,2,3,2,62.9,57.0,6.73,6.79,4.25,"(5000, 10000]",194.21097445931434
0.8,1,3,3,62.1,55.0,5.96,5.9,3.68,"[0, 5000]",129.4035252673722
0.39,2,2,1,63.3,54.0,4.62,4.67,2.94,"[0, 5000]",63.43167669958874
1.06,3,0,4,62.5,54.0,6.6,6.53,4.1,"(5000, 10000]",176.70179901399598
1.27,2,5,2,60.7,61.0,6.97,6.91,4.21,"(5000, 10000]",202.76495825621228
0.82,2,2,4,61.7,56.0,6.01,6.06,3.72,"[0, 5000]",135.48463692244147
0.34,3,4,4,62.2,56.0,4.53,4.48,2.8,"[0, 5000]",56.8243219060516
0.32,3,3,3,62.6,58.0,4.39,4.37,2.74,"[0, 5000]",52.56497920771697
1.51,3,1,3,60.1,58.0,7.57,7.51,4.53,15000+,257.5336966165627
1.46,3,3,4,62.3,56.0,7.28,7.2,4.51,"(10000, 15000]",236.39617254760728
0.37,3,1,4,61.2,57.0,4.58,4.64,2.82,"[0, 5000]",59.928379858619785
0.3,6,2,4,61.9,58.0,4.26,4.3,2.65,"[0, 5000]",48.54270650825529
1.5,3,0,3,62.5,61.0,7.32,7.25,4.55,"(10000, 15000]",241.4685157849791
0.61,3,5,2,63.4,55.0,5.46,5.42,3.45,"[0, 5000]",102.09654356157307
0.7,4,3,2,63.2,58.0,5.61,5.65,3.56,"[0, 5000]",112.83954277646062
0.91,3,5,2,63.0,58.0,6.07,6.15,3.85,"[0, 5000]",143.72242773308744
1.01,2,1,3,62.8,59.0,6.31,6.27,3.95,"(5000, 10000]",156.2766149939966
0.32,6,3,4,61.8,56.0,4.41,4.39,2.72,"[0, 5000]",52.658925130337735
0.58,3,1,4,61.8,57.0,5.32,5.36,3.3,"[0, 5000]",94.10016402061463
0.71,6,1,4,61.0,57.0,5.75,5.76,3.51,"[0, 5000]",116.25120430355071
0.54,6,3,2,60.7,56.0,5.25,5.3,3.2,"[0, 5000]",89.04000453114514
1.03,0,4,3,62.9,59.0,6.41,6.3,4.0,"[0, 5000]",161.53200104522693
1.35,1,5,2,58.6,63.0,7.28,7.19,4.24,"(5000, 10000]",221.93516418196066
1.03,1,6,2,63.1,57.0,6.41,6.43,4.05,"[0, 5000]",166.9260144313523
0.28,3,3,4,62.2,54.0,4.21,4.24,2.63,"[0, 5000]",46.946551933952215
0.7,1,4,4,59.9,57.0,5.77,5.74,3.45,"[0, 5000]",114.26330664532657
0.9,4,4,3,62.7,60.0,6.12,6.07,3.82,"[0, 5000]",141.90688687965763
2.06,1,6,4,61.9,55.0,8.19,8.23,5.08,"(10000, 15000]",342.4107542686554
0.55,3,6,4,60.4,58.0,5.29,5.34,3.21,"[0, 5000]",90.67800901478577
0.41,2,1,4,62.1,54.0,4.76,4.81,2.97,"[0, 5000]",67.99993511584853
1.01,2,4,2,62.1,60.0,6.4,6.44,3.99,"[0, 5000]",164.45184430477144
1.59,1,5,0,65.2,58.0,7.28,7.24,4.73,"(5000, 10000]",249.30505630883002
1.09,6,4,4,61.4,56.0,6.64,6.67,4.09,"(5000, 10000]",181.14119718758192
0.3,4,3,1,63.8,55.0,4.28,4.25,2.72,"[0, 5000]",49.47680294580462
0.43,3,4,2,63.4,55.0,4.82,4.86,3.07,"[0, 5000]",71.91536697308729
0.43,1,0,3,62.6,58.0,4.82,4.79,3.01,"[0, 5000]",69.49427970137022
1.01,1,0,1,64.0,56.0,6.25,6.29,4.01,"[0, 5000]",157.64313304185862
0.8,3,3,3,59.6,59.0,6.09,6.0,3.6,"[0, 5000]",131.5439998111724
1.01,2,2,1,63.6,58.0,6.37,6.31,4.03,"[0, 5000]",161.98464505411891
2.08,3,6,2,60.6,61.0,8.24,8.34,5.02,"(10000, 15000]",344.9824274184569
1.01,2,0,2,62.5,61.0,6.34,6.4,3.98,"(5000, 10000]",161.4924870670701
1.04,3,3,4,62.6,55.0,6.49,6.45,4.05,"(5000, 10000]",169.53502199192013
1.5,3,4,3,61.6,55.0,7.43,7.37,4.56,"(10000, 15000]",249.7014832202513
0.5,2,1,4,59.7,62.0,5.16,5.19,3.09,"[0, 5000]",82.75143216669848
0.41,7,2,4,61.4,56.0,4.81,4.83,2.96,"[0, 5000]",68.76760698192977
1.01,2,3,1,63.7,60.0,6.32,6.28,4.01,"(5000, 10000]",159.1553147243583
0.59,6,5,2,62.8,58.0,5.3,5.34,3.34,"[0, 5000]",94.52868367380137
1.2,6,1,3,60.2,60.0,6.84,6.97,4.16,"(10000, 15000]",198.32715917974846
0.35,3,2,4,62.1,57.0,4.55,4.53,2.82,"[0, 5000]",58.12443375264644
0.81,1,3,3,62.5,57.0,5.95,5.89,3.7,"[0, 5000]",129.66834457509518
0.75,2,2,2,60.6,60.0,5.88,5.91,3.57,"[0, 5000]",124.0603528916244
1.01,3,0,1,61.6,61.0,6.43,6.45,3.97,"(5000, 10000]",164.64978692201143
1.12,1,4,2,62.5,58.0,6.58,6.63,4.13,"[0, 5000]",180.17290801343535
0.37,2,2,3,61.6,59.0,4.62,4.67,2.86,"[0, 5000]",61.70564121624183
0.51,5,3,4,62.6,57.0,5.12,5.1,3.2,"[0, 5000]",83.55839781494139
0.38,1,0,3,62.1,55.0,4.65,4.62,2.88,"[0, 5000]",61.871042194862326
1.2,1,4,1,59.7,63.0,6.84,6.87,4.09,"(5000, 10000]",192.19238025613402
0.44,4,0,4,61.3,56.0,4.92,4.87,3.0,"[0, 5000]",71.88119942550657
0.26,6,4,3,59.8,59.0,4.12,4.17,2.48,"[0, 5000]",42.60739192372892
0.73,4,1,4,61.9,56.0,5.78,5.81,3.59,"[0, 5000]",120.55866230647648
0.41,3,1,3,61.3,58.0,4.79,4.74,2.92,"[0, 5000]",66.29743000291435
0.7,2,2,4,61.1,57.0,5.75,5.71,3.5,"[0, 5000]",114.91375076770782
0.9,2,0,1,61.9,62.0,6.15,6.17,3.81,"[0, 5000]",144.57235685829158
0.26,2,2,2,61.4,56.0,4.13,4.16,2.54,"[0, 5000]",43.639230953155476
0.54,2,1,2,62.1,59.0,5.17,5.2,3.22,"[0, 5000]",86.56647887138361
1.02,2,2,2,63.2,59.0,6.38,6.35,4.02,"(5000, 10000]",162.86225970266338
0.43,5,4,4,61.3,56.0,4.86,4.9,2.99,"[0, 5000]",71.20386356904989
0.41,6,2,4,60.9,56.0,4.83,4.79,2.93,"[0, 5000]",67.78760093385979
0.51,4,3,3,61.1,58.0,5.12,5.19,3.15,"[0, 5000]",83.70432158609385
0.87,2,4,4,62.5,57.0,6.13,6.06,3.81,"[0, 5000]",141.53311718026538
1.16,3,3,4,62.3,57.0,6.72,6.66,4.17,"(5000, 10000]",186.62917731183236
0.3,2,6,1,63.4,54.0,4.23,4.29,2.7,"[0, 5000]",48.9960906505537
2.0,3,5,3,62.5,57.0,8.01,7.92,4.98,15000+,315.92722928082287
0.62,5,5,2,61.3,58.8,5.48,5.52,3.37,"[0, 5000]",101.94114854077911
1.11,3,3,2,62.2,57.0,6.55,6.6,4.09,"(5000, 10000]",176.81070919022562
0.71,5,5,4,62.2,54.0,5.7,5.75,3.56,"[0, 5000]",116.67899422025687
0.53,4,1,2,63.0,56.0,5.13,5.16,3.24,"[0, 5000]",85.76539162952035
0.59,3,1,3,62.5,56.0,5.4,5.36,3.36,"[0, 5000]",97.25184110366813
0.34,6,5,4,61.8,56.0,4.5,4.47,2.77,"[0, 5000]",55.71854700107576
1.0,2,4,3,62.4,59.0,6.42,6.37,3.99,"[0, 5000]",163.17264539762303
1.73,4,5,3,62.2,59.0,7.65,7.62,4.75,"(10000, 15000]",276.8917492933273
0.7,3,2,2,62.2,56.0,5.7,5.74,3.56,"[0, 5000]",116.47606958583862
1.13,1,0,2,62.3,60.0,6.59,6.7,4.14,"(5000, 10000]",182.79341313367834
0.35,5,4,4,63.0,55.0,4.5,4.48,2.83,"[0, 5000]",57.052798704814904
0.9,1,3,2,61.2,57.0,6.19,6.23,3.8,"[0, 5000]",146.54205996442317
0.92,4,4,2,61.7,62.0,6.2,6.12,3.8,"[0, 5000]",144.18719105873126
1.21,2,4,2,63.3,57.0,6.77,6.7,4.26,"(5000, 10000]",193.22934433662383
1.13,1,1,2,59.4,62.0,6.78,6.83,4.04,"[0, 5000]",187.0818979330138
0.5,2,1,3,61.4,59.0,5.09,5.01,3.1,"[0, 5000]",79.05279354941361
0.72,3,1,2,63.0,58.0,5.69,5.73,3.6,"[0, 5000]",117.37331846171375
1.55,2,4,2,63.2,57.0,7.35,7.31,4.64,"(5000, 10000]",249.3002276403143
1.08,3,3,4,62.3,54.0,6.59,6.61,4.11,"(5000, 10000]",179.0312025774692
1.0,2,1,0,58.1,63.0,6.6,6.52,3.81,"[0, 5000]",163.95191468902593
0.57,5,2,1,57.6,60.0,5.49,5.45,3.15,"[0, 5000]",94.24957062563888
0.9,3,5,3,62.6,62.0,6.13,6.04,3.81,"[0, 5000]",141.0660116240272
0.35,7,5,4,61.1,56.0,4.56,4.6,2.8,"[0, 5000]",58.73279704513555
1.07,6,5,4,62.3,57.0,6.56,6.6,4.1,"(5000, 10000]",177.51359175758373
1.0,2,1,3,59.7,57.0,6.56,6.48,3.89,"(5000, 10000]",165.35923550370785
0.7,2,2,3,61.6,58.0,5.73,5.7,3.52,"[0, 5000]",114.9667159126854
0.75,2,1,2,59.2,59.0,5.93,5.97,3.52,"[0, 5000]",124.61538333794229
0.78,2,4,4,61.2,56.0,5.92,5.99,3.64,"[0, 5000]",129.07731245133957
0.28,4,1,2,61.8,55.0,4.21,4.24,2.61,"[0, 5000]",46.589540034591735
0.31,3,3,3,60.9,58.0,4.35,4.38,2.66,"[0, 5000]",50.68098184842108
0.32,2,4,3,63.0,59.0,4.37,4.33,2.74,"[0, 5000]",51.846551909176846
0.31,6,1,2,62.3,59.0,4.32,4.38,2.71,"[0, 5000]",51.277540099170785
0.71,4,1,1,59.4,61.0,5.8,5.89,3.47,"[0, 5000]",118.54214218856804
0.48,5,0,2,59.5,57.0,5.16,5.12,3.06,"[0, 5000]",80.84274629068007
1.01,2,3,4,61.4,55.0,6.46,6.5,3.98,"[0, 5000]",167.12020178775788
1.01,1,2,1,62.7,61.0,6.28,6.38,3.97,"[0, 5000]",159.063617313656
1.23,0,4,4,61.9,61.0,6.85,6.79,4.22,"[0, 5000]",196.27851640614531
0.78,4,4,2,61.9,57.1,5.87,5.95,3.66,"[0, 5000]",127.83098640779964
0.96,4,2,4,61.7,56.0,6.4,6.34,3.93,"[0, 5000]",159.463688922825
0.33,6,3,4,62.3,55.0,4.44,4.42,2.76,"[0, 5000]",54.16444944582368
1.51,2,1,1,65.5,56.0,7.12,7.16,4.68,"(5000, 10000]",238.58263832959025
0.75,1,0,3,60.6,56.0,5.94,5.9,3.59,"[0, 5000]",125.81514023763651
0.9,1,5,0,65.3,57.0,5.98,5.93,3.89,"[0, 5000]",137.944846166809
0.51,2,3,0,65.2,55.0,5.04,5.02,3.28,"[0, 5000]",82.9866223327179
0.3,2,4,2,59.4,63.0,4.4,4.35,2.6,"[0, 5000]",49.763998162269566
0.74,2,1,2,63.5,56.0,5.74,5.79,3.66,"[0, 5000]",121.63863320081511
0.5,2,2,4,61.3,56.0,5.13,5.09,3.13,"[0, 5000]",81.729628261574
